topic-id,iteration,cord-id,judgement
1,1.0,bnuda70x,0
1,1.0,bqoob23i,1
1,1.5,c0jjut0x,0
1,1.5,c22mytwr,0
1,2.0,c4u0gxp5,1
1,1.0,caturc6q,0
1,1.5,cbc98t7x,0
1,1.5,ccdj7137,0
1,1.0,cdejx8b9,0
1,1.0,cdjhmk5z,0
1,0.5,cetdqgff,0
1,1.5,chln5r8w,0
1,1.5,chrj5h72,0
1,1.0,cks6aij2,2
1,1.0,cmaw7jcn,0
1,1.5,cndb031c,0
1,1.5,cobv635z,0
1,1.5,code9hzz,0
1,1.5,cp6he5mc,1
1,2.0,cq0jkb1d,2
1,2.0,ctvnmjsl,0
1,1.0,cwfujgya,0
1,1.5,cyx0p2x5,0
1,1.0,d2knbzhl,0
1,2.0,d6by9p41,2
1,1.5,dbowa5bt,2
1,1.5,de0xr8wd,0
1,2.0,dhrtpo56,0
1,0.5,djuomhww,0
1,1.0,dkbujz83,0
1,1.5,dle938bt,0
1,2.0,dlpgq0rm,0
1,1.0,dmc8wjyl,0
1,1.0,dnxhtbxn,2
1,1.0,dqxfcwyu,0
1,1.5,ds5mauer,0
1,1.5,dsbucda9,0
1,1.5,dwf5vydu,0
1,2.0,e07vt846,0
1,1.5,e0b8gnh8,2
1,1.5,e1ykafdd,0
1,2.0,e220ut9u,1
1,0.5,e2p46wa8,0
1,1.0,e41vn10l,0
1,2.0,e46whqk9,1
1,1.5,e4sl5zaj,0
1,2.0,e7hefkd3,0
1,0.5,eahhf7yh,0
1,1.0,ec8lpgl3,0
1,1.5,efarquxn,0
1,0.5,efhnptt9,0
1,2.0,efk2jj50,2
1,2.0,egvf8hoq,1
1,2.0,egzztatj,0
1,2.0,ei89dddm,1
1,1.0,ei9w19i7,0
1,1.5,eioy4rhn,0
1,1.5,ejg393zs,0
1,1.0,el1vyyj9,0
1,1.0,epcel2ez,0
1,0.5,eqewn6j4,0
1,2.0,es7q6c90,1
1,1.0,etqj2mq3,0
1,1.0,ew2paw3x,0
1,1.0,ewdrl9ym,0
1,2.0,ezi2mret,0
1,2.0,f03san07,1
1,1.5,f0ny4ur5,0
1,1.5,f2zpapwe,0
1,0.5,f3ds1rq6,0
1,1.0,f3g3ek5u,0
1,2.0,f5yjz0zp,0
1,1.5,f6muhf3d,0
1,1.0,f8xrgguq,0
1,0.5,fb0nwixw,0
1,1.0,fcd07krs,0
1,1.5,fcmzdcuh,0
1,2.0,fctcwpyc,1
1,1.5,fihedvms,0
1,1.0,fkqohnyz,0
1,1.5,flc25wlz,1
1,2.0,fnj57b0l,2
1,2.0,fqs40ivc,1
1,1.0,frkk6w0a,0
1,2.0,fs5rx07q,0
1,1.0,fvig79k3,0
1,1.0,fvj3cpie,0
1,1.0,fw4pmaoc,2
1,1.0,fxixiggj,0
1,1.0,fyi48tnn,0
1,2.0,fzq71ghi,0
1,1.5,g0gh28hu,0
1,2.0,g3mddkch,0
1,1.0,g3odc7da,0
1,1.5,g4bsul8u,1
1,1.0,g5fqxdqh,0
1,0.5,ghcbttba,0
1,1.5,ghi0ekm5,0
1,1.0,giabjjnz,0
1,2.0,gkfk7gpz,0
1,0.5,gmi1ewc2,0
1,2.0,gnk3m0b8,0
1,0.5,gs4r9j7o,0
1,1.0,gsaw1snc,0
1,1.5,gu2mt6zp,0
1,1.0,gv1k7u7j,1
1,2.0,gy0kfhy6,0
1,2.0,gyj5213f,2
1,1.5,gytg4iku,0
1,1.0,h0oqnue8,0
1,2.0,h13v8i14,0
1,1.5,h2h4bnd5,0
1,1.0,h2uc7ria,1
1,1.0,h8ahn8fw,2
1,1.0,he853mwa,1
1,1.0,hfgmmuy6,0
1,1.0,hfkzu18p,1
1,1.5,hk5w5h58,0
1,1.0,hncf2qe8,0
1,2.0,hq4jb2wy,2
1,2.0,hrbeh0me,0
1,1.5,hxvib7wf,0
1,1.0,hzuo6pwx,2
1,1.0,i5hkucrn,0
1,1.5,i6pv90s9,0
1,2.0,i6um5iu2,0
1,2.0,i758v1vb,2
1,1.5,i8a5dxne,0
1,1.0,ii6ih2r0,0
1,1.0,ik15f074,0
1,1.0,ilxd0ih9,0
1,1.0,ioq50ntq,0
1,1.0,iqr419fp,0
1,1.0,is20odaq,1
1,1.0,iua8c4hy,0
1,1.5,iudq5jdu,0
1,1.0,ivgwn32n,0
1,2.0,iweu0pm8,1
1,2.0,iy4knx7j,0
1,1.5,iyv86437,1
1,1.0,j00m2ctc,0
1,0.5,j2ybesoy,0
1,1.0,j43v6a8b,2
1,2.0,j56v40u3,0
1,1.0,j5teavse,0
1,1.0,j6y806qu,0
1,1.5,j8n06hzx,0
1,0.5,j9525ohh,0
1,1.5,j99cgsjt,2
1,1.0,jahm572k,0
1,2.0,japmze1b,0
1,1.0,jbtrdvhe,1
1,1.5,jcu3pasy,1
1,1.5,jgr1beit,0
1,1.0,jgwvjkbj,0
1,1.5,jh9e85c0,1
1,1.0,jjraqr85,0
1,1.5,jkm496ip,1
1,0.5,jljjqs6m,0
1,1.5,jmrg4oeb,2
1,1.0,jntrjg8u,0
1,1.5,job4854r,0
1,1.5,jsm6o5pq,0
1,2.0,jsyao6qu,0
1,1.5,jsz2lg6l,1
1,1.0,jtsxpjhc,0
1,0.5,juz9jnfk,2
1,1.0,k05cdqlw,0
1,1.5,k0f9fser,1
1,2.0,k21qt6ee,0
1,1.0,k2ixwz9w,2
1,2.0,k2qj6o7j,2
1,1.5,k3f7ohzg,0
1,0.5,k4l45ene,0
1,0.5,k5y1qc82,0
1,1.0,k9yus2sv,2
1,0.5,ke5967zx,0
1,1.0,kh06egig,0
1,1.0,kiq6xb6k,0
1,1.5,kjkfsy7w,0
1,1.0,kjovtgua,0
1,1.0,klj710h2,0
1,1.0,kqbeinez,0
1,2.0,kv1od8i4,2
1,1.0,kvfau8j0,0
1,1.0,kw7mon2o,0
1,2.0,kx5hihnr,2
1,0.5,ky33ju30,0
1,2.0,kyrkx2ii,0
1,1.0,l2n0xvmd,0
1,2.0,l48iq9yj,0
1,1.5,l5oaxugi,0
1,0.5,l5ogbl5p,0
1,2.0,l5q5wc06,2
1,1.5,l6xgrxp5,0
1,1.0,l9vtsj3e,0
1,1.0,la6xtpjf,0
1,1.0,lasv4e6a,2
1,1.5,lavcsqov,0
1,0.5,lbcxl6w9,0
1,1.5,le0ogx1s,0
1,0.5,lfndq85x,2
1,1.0,lfo6otkc,1
1,1.5,ljqrxjvv,0
1,1.0,llv3cvdr,2
1,2.0,luxgc7st,1
1,1.0,lw12h047,0
1,1.5,lxakf79k,0
1,1.5,lzlqpbzz,0
1,1.0,m0waducs,0
1,2.0,m2c5bvuj,1
1,2.0,m5h19hy6,1
1,1.0,m5u3cnvh,0
1,1.0,m6akijzn,2
1,1.0,mb1y5ort,0
1,1.5,mexfkial,0
1,1.5,mf75uwuv,0
1,2.0,mhytn634,1
1,1.5,misprnq8,0
1,1.5,mjfbvl5n,1
1,2.0,mjh422vm,0
1,1.5,mkwpuav6,0
1,1.5,mn0l7nar,0
1,1.0,mo4luyx6,1
1,1.0,mowlquh4,2
1,1.5,mrsya6wz,0
1,1.0,msohf5oa,1
1,1.5,mtv80pjo,2
1,1.0,mv3crcsh,2
1,0.5,mvdq6fw0,0
1,2.0,mvwkflnq,0
1,2.0,mw0wb8a8,2
1,1.5,mwj2qby4,0
1,2.0,mzf7j8xd,1
1,1.0,n5xyqqp5,0
1,1.5,n7ylgqfu,2
1,0.5,n8e2n30b,2
1,1.0,n9l86dln,0
1,1.5,ndpuezpo,0
1,2.0,ndt8f812,1
1,1.5,ne0qwv56,0
1,1.5,ne5r4d4b,0
1,0.5,neba2o7n,0
1,1.0,neqndgpc,0
1,2.0,nfdgx0ye,1
1,1.0,niw61l9r,0
1,2.0,nk9hhco3,0
1,1.5,nlzdto1h,0
1,1.5,nn15iyqd,0
1,1.0,nnftb092,0
1,0.5,nror02j6,0
1,1.5,nspl014y,0
1,1.5,nvavj9gk,0
1,1.0,nxfr24sp,0
1,1.5,nz02frdm,0
1,2.0,nz8qvuw6,0
1,2.0,nzwe7hpg,0
1,1.5,o2hspsxj,0
1,0.5,o349msnm,0
1,1.5,o47v5vgw,2
1,1.0,o4d7038f,0
1,2.0,o86d4w2w,0
1,1.5,o877uul1,2
1,1.0,oeqf7uk9,0
1,0.5,of9wlhga,0
1,1.5,ogqsi3ns,0
1,0.5,ol0bj3hs,0
1,0.5,olior5vk,0
1,2.0,olmein3q,1
1,2.0,oq16de67,2
1,1.0,ore3r4m3,0
1,1.5,orqlbw9m,2
1,1.5,ot3wi5tc,0
1,1.5,oufi7w1d,0
1,1.0,owhx6k4t,0
1,1.0,oxs048lr,0
1,2.0,oxs4o9xe,2
1,2.0,p0kv1pht,1
1,2.0,p57tsbyw,0
1,2.0,p60pwfib,1
1,2.0,p7ifetgw,1
1,1.0,pg6893i5,0
1,1.5,pgtvx6wb,2
1,1.5,phlxsez8,2
1,1.5,pidar1gz,0
1,1.5,pidy7erw,0
1,1.0,pl2d1yc0,0
1,1.0,plxz5mkg,1
1,2.0,ptizke03,0
1,1.5,puuqv6zk,2
1,2.0,pwvcwlh8,2
1,1.0,py6qu4tl,0
1,0.5,pyeb86on,1
1,1.5,pyfa7vye,0
1,1.0,q0yqnlyl,0
1,1.5,q5inrxcm,0
1,1.0,q8im1agz,2
1,1.5,q97pgwqf,0
1,2.0,qb2a4s2p,0
1,1.0,qed8hayx,2
1,1.0,qi7l4beq,0
1,1.0,qla6edp4,0
1,1.5,qnntyqud,0
1,1.0,qopcs6jy,2
1,0.5,qpcvxwti,2
1,2.0,qpwvn2fi,1
1,2.0,qqbfpe4b,1
1,0.5,qqsefagq,0
1,1.5,qs7dsxn5,0
1,1.5,qubmr10h,0
1,1.5,quee5dy5,0
1,1.5,r16y83dm,0
1,2.0,r2ivqg5j,2
1,1.5,r55fe25x,0
1,1.5,r5cgvo7m,0
1,1.5,r6wwpfcy,0
1,1.0,r71g2e9y,0
1,1.5,r8el8nqm,1
1,1.0,r9scxa76,0
1,1.5,rbnfh89u,0
1,1.5,rbw1vam9,0
1,2.0,rcljauve,0
1,2.0,rflu6axg,0
1,1.5,ri7v2ka3,0
1,1.5,rko3e5va,0
1,2.0,ro1qo4k6,0
1,2.0,rpeqkfxc,1
1,2.0,rq9hmjsx,2
1,0.5,rr7r7ef0,1
1,1.0,rtguh0ow,1
1,0.5,rtybezro,0
1,0.5,rvg5elrc,0
1,1.0,rxrlbw60,1
1,1.5,s12mcitm,0
1,1.0,s21obnqy,0
1,1.5,s4ef9qob,1
1,1.0,s9mqv4lo,1
1,2.0,sbswy7el,2
1,1.0,sdtxi8xw,1
1,0.5,sfv9tu3t,0
1,1.5,sis4fjh5,0
1,1.5,sjizkcpl,0
1,1.5,sjyrr2bn,0
1,2.0,sn1a7ikq,0
1,1.0,sn7rswab,1
1,2.0,snp8o9fw,0
1,2.0,sqrn6kjy,0
1,1.5,srrd9ip4,0
1,2.0,ssa59gng,1
1,1.5,stnjl8f8,0
1,1.5,suhqgmlo,2
1,1.5,sxbmd0df,1
1,1.0,sxvgue36,0
1,1.0,szg12wfa,2
1,0.5,szsb1oan,2
1,1.5,t20huil6,0
1,2.0,t4ns3syl,2
1,2.0,t6zf5k99,1
1,1.0,t7gpi2vo,1
1,0.5,t8azymo7,2
1,2.0,t8j4q00m,0
1,2.0,t8q99tlq,1
1,1.5,tevmxm59,1
1,0.5,tfkhptdg,0
1,0.5,tfspedf1,0
1,1.5,tg8kfiot,0
1,2.0,tj4deqfw,2
1,1.0,tj4pn38j,1
1,1.0,tku1dr32,1
1,1.0,truei5y2,0
1,1.0,tt0lj7rp,0
1,1.0,tuas2tgd,0
1,1.5,tuzmu7p5,0
1,2.0,tvbnv5gz,2
1,2.0,tvv73r7h,0
1,2.0,txk3j2b7,0
1,2.0,u13oge9m,0
1,1.5,u19e9j2w,0
1,1.5,u2w2bb2p,2
1,1.5,u3hz6sz1,0
1,1.5,u4mvk89w,0
1,1.5,u7egknq6,0
1,2.0,u7tz6xzz,2
1,2.0,u7zxlgxz,0
1,1.5,uadfehr6,2
1,1.0,uc7ubqbj,0
1,1.0,ugc7ce21,0
1,2.0,ulygq434,2
1,1.0,um2khqhn,2
1,1.5,unvabosp,1
1,2.0,up929iw0,0
1,1.5,uqls3p01,2
1,1.5,ut61qxyc,0
1,1.5,utn21ce1,1
1,1.5,uusi3nph,0
1,1.5,uwj62cuv,0
1,1.0,uywz5nqw,0
1,2.0,v08cs51n,1
1,1.5,v38tjof3,2
1,1.0,v4mbry22,0
1,1.0,v6yrr39c,0
1,2.0,v8i97mbx,1
1,1.5,v92f17b6,0
1,1.5,vahts6pu,0
1,1.0,vlpdirjs,2
1,1.0,vnnnevrl,0
1,1.0,vof63qat,0
1,1.0,vpih1wvs,0
1,1.5,vpodtbjk,2
1,1.0,vqbreyna,0
1,1.5,vvhhpchm,2
1,0.5,vy1mu04l,0
1,1.5,w0pbk3kv,0
1,0.5,w2uqaz8p,0
1,1.5,w3catjj3,0
1,1.0,walpfa6r,1
1,1.5,wbd0s4fo,0
1,0.5,we4ptygr,0
1,1.0,wesrv44a,0
1,0.5,wfh9pzb2,0
1,1.5,wjm0aox6,0
1,1.0,wr7vrild,0
1,1.0,wrmfxkoa,0
1,1.5,wtvjjc7p,0
1,1.5,wuegn0jg,0
1,1.0,wvicjqdj,1
1,1.5,wvx6q999,0
1,2.0,x5wnsevd,0
1,1.5,x6s34z1s,1
1,1.5,x9az3twa,0
1,2.0,xa6kwguo,2
1,1.0,xceg0iz9,0
1,1.5,xgsnvndf,0
1,1.0,xl8gfkjs,0
1,0.5,xqqn1t4e,0
1,1.5,xtibubra,1
1,2.0,xubsodnk,0
1,0.5,xuczplaf,1
1,1.0,xuj4yymz,1
1,1.5,xummm9xu,0
1,2.0,xvfl7ycj,0
1,1.0,xvnv17zy,0
1,0.5,xwjtjopl,0
1,1.5,xy1khp7w,1
1,1.5,y29kct7v,0
1,1.5,y4uo7o8g,0
1,1.0,y691hark,0
1,1.0,yaspd6l7,0
1,1.0,yb54i1ne,1
1,1.0,ycvu5l5f,2
1,1.5,yeih3tfo,0
1,1.0,yf5g53a9,0
1,1.5,yg4rs07n,0
1,2.0,yk60ol95,0
1,1.0,yn8nzezq,2
1,1.0,ypgrw78s,1
1,2.0,yq05djrc,0
1,0.5,yqc43a5t,0
1,1.0,ys51rshu,0
1,0.5,ys6s9rps,0
1,1.0,yw7w65xw,0
1,2.0,yxjhfg7m,1
1,0.5,yy7abob9,2
1,1.0,yzp9wjuk,1
1,2.0,z11exbyu,2
1,1.5,z2g1mx1p,0
1,1.5,z4l3pk23,0
1,1.5,z7a3g6e8,0
1,0.5,zav5gksq,0
1,2.0,zawf4jzm,0
1,1.0,zbjqjese,1
1,2.0,zdv0ilti,2
1,0.5,ze8bdzkb,0
1,2.0,zel9a3u6,2
1,1.0,zhxrlopp,1
1,0.5,zi98dq1v,1
1,1.0,zixnvehs,0
1,1.5,zjmiw6f3,0
1,1.5,zjr6csla,0
1,1.0,zknmfgsh,2
1,0.5,zndtddty,0
1,1.0,zpaqd5vd,1
1,1.0,zph6r4il,0
1,2.0,zpiaka80,0
1,0.5,zq2h0avw,0
1,2.0,zqf351sv,1
1,1.0,ztcyvsoi,1
1,1.0,zy8qjaai,1
2,0.5,01yc7lzk,0
2,2.0,03id5o2g,0
2,1.0,084o1dmp,0
2,1.5,0be4wta5,0
2,0.5,0eu2ikwa,0
2,1.0,0gxxuyln,0
2,1.0,0m5umout,0
2,1.5,0nh58odf,0
2,1.0,0oma7hdu,2
2,2.0,0oqcx0az,1
2,1.0,0p30wez2,0
2,0.5,0p480zhb,0
2,1.0,0plznmwi,0
2,1.5,0pq59s73,0
2,2.0,0pujch9v,2
2,1.5,0qaoam29,0
2,2.0,0qwwycnc,0
2,1.5,0scg9skb,0
2,1.0,0ti403i4,0
2,0.5,0tun7fjk,0
2,1.0,0vdxs1gz,0
2,0.5,0vw2k59h,0
2,1.5,0wxieyjq,0
2,0.5,0x4zrfw3,0
2,1.0,0xhho1sh,0
2,1.0,0y3m47lh,0
2,1.5,0yqyclxk,0
2,2.0,11hi1jel,0
2,1.0,120uu4dh,0
2,0.5,124czudi,0
2,2.0,147yc66p,2
2,2.0,1495kkct,0
2,1.5,1a329gcy,1
2,1.0,1am6jcq3,0
2,2.0,1de98sxz,0
2,1.0,1fqbis7e,0
2,0.5,1kdc6xk8,0
2,1.5,1kyrptgx,0
2,1.0,1mmqfp7g,0
2,1.5,1p941spn,2
2,1.0,1rhy8td0,0
2,0.5,1rzcrkmt,0
2,2.0,1x3dp1vv,2
2,2.0,1x66nxgx,2
2,1.0,1zzyfmkb,0
2,1.0,20jcg8jl,0
2,2.0,230p8rsf,0
2,1.5,23x0btii,0
2,0.5,26kzn2wb,0
2,1.5,28ddm9um,0
2,1.5,2a7h23if,0
2,2.0,2cvpzlu1,0
2,1.5,2fn25l6m,0
2,1.0,2inlyd0t,0
2,1.0,2m8xhi5r,0
2,0.5,2p9j4ksy,0
2,1.0,2swjegv1,0
2,1.0,2uwnamao,0
2,1.5,2vlvz5o9,0
2,1.0,2w0zr9c0,0
2,1.0,2wshgzjk,0
2,2.0,33cgz7ob,0
2,1.0,33fngv0t,0
2,2.0,33laal2f,2
2,1.5,361wt3qi,0
2,1.5,36g4zdqa,0
2,1.0,38c28tw1,0
2,0.5,38q8jbcl,0
2,0.5,39yvniki,0
2,1.5,3ahp9tli,0
2,1.0,3bv3aak6,0
2,1.5,3fflt6a3,0
2,1.5,3hn0xkst,0
2,1.5,3l4di1k7,0
2,1.5,3nfukrfl,0
2,2.0,3p2dl8yf,2
2,1.5,3p542sqs,0
2,1.5,3pd1lre7,0
2,1.0,3r0kzn4y,1
2,1.0,3r8jbhhq,0
2,1.0,3s3pd9xx,0
2,2.0,3sencqst,0
2,0.5,3svnvozz,2
2,1.0,3vntjg8d,0
2,1.5,3xq5jwof,0
2,2.0,431ksdno,0
2,1.0,46lxtujx,0
2,1.0,46w52de3,0
2,2.0,4ay3hsi7,2
2,0.5,4bbpytn5,0
2,1.0,4bgs1awq,0
2,2.0,4bncbqsb,0
2,1.0,4d4l6mzl,0
2,2.0,4dabwcfi,0
2,1.5,4feo08nh,0
2,1.5,4fs724wn,0
2,1.5,4mjbzhn6,0
2,2.0,4n6v5kfv,0
2,1.5,4ozwhcyi,0
2,0.5,4pztbu51,0
2,1.5,4txctk7k,0
2,1.5,4z5jzt82,0
2,2.0,50jgbtnr,0
2,1.0,5c0ho2jx,0
2,1.0,5czqwdwl,1
2,1.0,5ekdfers,0
2,2.0,5g0almil,1
2,2.0,5iwgebvp,0
2,0.5,5jbehcb6,0
2,1.0,5kavwv3u,0
2,1.5,5m1ch7ls,0
2,2.0,5p29uhak,0
2,1.5,5qq7l9v5,0
2,1.0,5t00445h,0
2,1.5,5trqi9tp,0
2,2.0,600am3mq,0
2,1.0,60qmiwjm,2
2,0.5,617bm90s,0
2,1.0,662pfa61,0
2,1.5,679qfp2s,0
2,1.0,6anr4xdw,2
2,1.0,6dbt99h0,1
2,2.0,6dq8xx7c,0
2,2.0,6exmxw6r,2
2,1.5,6hwedoh7,1
2,1.5,6io780dm,0
2,1.0,6q90bayx,1
2,2.0,6qa405sk,0
2,1.0,6r5c2x0f,2
2,1.5,6uaj8fb7,0
2,1.5,6zld1n9n,0
2,1.0,70jx0h9v,0
2,1.5,73a7uvyz,0
2,2.0,75qq7e3t,0
2,2.0,796okubs,0
2,1.0,79lvmusz,0
2,1.0,7a3y3mbc,0
2,1.0,7e8zlt3t,0
2,1.5,7edmbp1o,0
2,1.5,7fkaj1h8,0
2,1.0,7t41wvw3,0
2,1.0,7tkvl894,0
2,1.0,7tulgjhy,1
2,2.0,7vh5ipro,0
2,1.0,7w79zeib,0
2,2.0,7zjchxh9,0
2,1.5,801t0728,0
2,0.5,86hc3lbi,0
2,1.0,89fol3pq,0
2,2.0,89n52jny,0
2,1.0,8avkjc84,0
2,1.0,8bbla4jy,0
2,1.5,8heicyda,0
2,0.5,8kl5wyms,0
2,1.5,8l5gtrmg,0
2,1.0,8ozauxlk,0
2,1.0,8ruux4sw,0
2,1.5,8s9671zf,0
2,1.0,8uw6h6ge,0
2,1.5,901m6zw0,0
2,1.0,90698b13,0
2,1.5,92zotesl,0
2,2.0,94xsyvux,0
2,1.0,95hx0nd4,0
2,0.5,95zjnp77,0
2,1.5,96k689ol,0
2,1.5,971d0sir,0
2,1.5,99z6ykb2,0
2,0.5,9egy68c0,0
2,0.5,9pl7mta8,0
2,1.5,9sso5gfj,0
2,0.5,9tqivs5f,0
2,0.5,9zuhgl61,0
2,1.0,a1jlwvju,0
2,2.0,a4282jtk,2
2,1.5,a5udnv5f,0
2,1.0,a7r1sn35,0
2,2.0,a7y4qh8k,0
2,2.0,ac9irubp,0
2,1.0,aeogp8c7,0
2,1.5,aiucp2vw,1
2,0.5,ajfzg0ak,0
2,1.5,alvnwhl9,0
2,1.0,amr9p1w1,0
2,1.0,apc0lm5e,0
2,1.5,apr9oyqa,0
2,1.5,aq48eris,0
2,1.5,aqqrh7kn,0
